id,predict_0,predict_1,predict_2
11066,0.9931818181818182,0.006818181818181818,0.0
18000,0.09090909090909091,0.07272727272727272,0.8363636363636363
16964,0.9931818181818182,0.006818181818181818,0.0
4795,0.4318181818181818,0.5590909090909091,0.00909090909090909
3392,0.3068181818181818,0.6659090909090909,0.02727272727272727
3795,0.5431818181818182,0.43863636363636366,0.01818181818181818
2881,0.9295454545454546,0.07045454545454545,0.0
1903,0.19545454545454546,0.125,0.6795454545454546
5245,0.7727272727272727,0.18863636363636363,0.038636363636363635
6726,0.9568181818181818,0.038636363636363635,0.004545454545454545
1311,0.8704545454545455,0.12954545454545455,0.0
15795,0.2840909090909091,0.7159090909090909,0.0
4315,0.9659090909090909,0.031818181818181815,0.0022727272727272726
3393,0.225,0.22272727272727272,0.5522727272727272
6764,0.85,0.07954545454545454,0.07045454545454545
13039,0.4772727272727273,0.5227272727272727,0.0
12331,0.42045454545454547,0.26590909090909093,0.31363636363636366
14276,0.42045454545454547,0.45454545454545453,0.125
14638,0.475,0.525,0.0
6573,0.9818181818181818,0.01818181818181818,0.0
2222,0.8,0.00909090909090909,0.19090909090909092
8824,0.9454545454545454,0.05454545454545454,0.0
6360,0.7090909090909091,0.2818181818181818,0.00909090909090909
7553,0.7,0.12045454545454545,0.17954545454545454
13760,0.9568181818181818,0.03636363636363636,0.006818181818181818
4284,0.6045454545454545,0.3159090909090909,0.07954545454545454
1356,0.9227272727272727,0.07272727272727272,0.004545454545454545
3410,0.9863636363636363,0.011363636363636364,0.0022727272727272726
4830,0.5522727272727272,0.40454545454545454,0.04318181818181818
8998,0.29772727272727273,0.6727272727272727,0.029545454545454545
18052,0.975,0.025,0.0
7539,0.9159090909090909,0.08409090909090909,0.0
9529,0.9068181818181819,0.07954545454545454,0.013636363636363636
3656,0.9295454545454546,0.06363636363636363,0.006818181818181818
14238,0.6318181818181818,0.1409090909090909,0.22727272727272727
2682,0.5545454545454546,0.44545454545454544,0.0
7312,0.48863636363636365,0.41363636363636364,0.09772727272727273
12971,0.7204545454545455,0.22045454545454546,0.05909090909090909
10735,0.9977272727272727,0.0022727272727272726,0.0
4050,0.8340909090909091,0.1409090909090909,0.025
5943,0.95,0.05,0.0
6482,0.4590909090909091,0.5409090909090909,0.0
9746,0.06818181818181818,0.09545454545454546,0.8363636363636363
13320,0.02727272727272727,0.045454545454545456,0.9272727272727272
803,0.7840909090909091,0.16136363636363638,0.05454545454545454
15437,0.8590909090909091,0.10681818181818181,0.03409090909090909
12302,0.9863636363636363,0.013636363636363636,0.0
12271,0.8954545454545455,0.10454545454545454,0.0
5341,0.8886363636363637,0.08409090909090909,0.02727272727272727
4427,0.9954545454545455,0.004545454545454545,0.0
529,0.8727272727272727,0.10227272727272728,0.025
2022,0.8431818181818181,0.12954545454545455,0.02727272727272727
14625,0.9886363636363636,0.011363636363636364,0.0
2922,0.13636363636363635,0.7886363636363637,0.075
16330,0.05909090909090909,0.2863636363636364,0.6545454545454545
12890,0.9795454545454545,0.020454545454545454,0.0
2140,0.6090909090909091,0.39090909090909093,0.0
13484,0.9772727272727273,0.022727272727272728,0.0
12392,0.9840909090909091,0.015909090909090907,0.0
2322,0.5636363636363636,0.07954545454545454,0.3568181818181818
567,0.9068181818181819,0.020454545454545454,0.07272727272727272
4436,0.6931818181818182,0.30454545454545456,0.0022727272727272726
12156,1.0,0.0,0.0
7508,0.6090909090909091,0.375,0.015909090909090907
6184,0.9136363636363637,0.05454545454545454,0.031818181818181815
12213,0.9454545454545454,0.022727272727272728,0.031818181818181815
6458,0.14545454545454545,0.5045454545454545,0.35
13967,0.9363636363636364,0.06363636363636363,0.0
894,0.7386363636363636,0.21818181818181817,0.04318181818181818
7461,0.17272727272727273,0.625,0.20227272727272727
8949,0.8613636363636363,0.13863636363636364,0.0
3477,0.5295454545454545,0.45227272727272727,0.01818181818181818
2779,0.9727272727272728,0.02727272727272727,0.0
13551,0.38636363636363635,0.5409090909090909,0.07272727272727272
8297,0.9136363636363637,0.08409090909090909,0.0022727272727272726
5050,0.4340909090909091,0.5477272727272727,0.01818181818181818
10716,0.6909090909090909,0.3090909090909091,0.0
16075,0.775,0.20909090909090908,0.015909090909090907
1366,0.3659090909090909,0.6113636363636363,0.022727272727272728
774,0.9727272727272728,0.02727272727272727,0.0
7406,0.5727272727272728,0.4090909090909091,0.01818181818181818
2526,0.45454545454545453,0.09090909090909091,0.45454545454545453
9649,0.7090909090909091,0.2863636363636364,0.004545454545454545
16115,0.2636363636363636,0.5863636363636363,0.15
14749,0.3568181818181818,0.23636363636363636,0.4068181818181818
14952,0.8340909090909091,0.15227272727272728,0.013636363636363636
4786,0.8818181818181818,0.03636363636363636,0.08181818181818182
16513,0.7022727272727273,0.2909090909090909,0.006818181818181818
2002,1.0,0.0,0.0
4701,0.6909090909090909,0.30454545454545456,0.004545454545454545
7742,0.6590909090909091,0.18409090909090908,0.15681818181818183
5905,0.49772727272727274,0.48863636363636365,0.013636363636363636
685,0.5954545454545455,0.29545454545454547,0.10909090909090909
11857,0.6681818181818182,0.33181818181818185,0.0
11628,0.30454545454545456,0.525,0.17045454545454544
15024,0.7977272727272727,0.20227272727272727,0.0
4168,0.8545454545454545,0.11818181818181818,0.02727272727272727
11914,0.9431818181818182,0.04772727272727273,0.00909090909090909
5293,0.9931818181818182,0.006818181818181818,0.0
3374,0.5022727272727273,0.49772727272727274,0.0
13055,1.0,0.0,0.0
17759,0.3568181818181818,0.6,0.04318181818181818
590,0.7,0.29318181818181815,0.006818181818181818
1353,0.9568181818181818,0.04318181818181818,0.0
11938,0.05,0.41363636363636364,0.5363636363636364
1018,0.05909090909090909,0.42727272727272725,0.5136363636363637
14945,0.9181818181818182,0.08181818181818182,0.0
1001,0.7795454545454545,0.21363636363636362,0.006818181818181818
3587,0.9113636363636364,0.06136363636363636,0.02727272727272727
868,1.0,0.0,0.0
9296,0.2863636363636364,0.08181818181818182,0.6318181818181818
12455,0.865909090909091,0.12954545454545455,0.004545454545454545
17132,0.9,0.09090909090909091,0.00909090909090909
10240,0.9522727272727273,0.011363636363636364,0.03636363636363636
3696,0.1159090909090909,0.3477272727272727,0.5363636363636364
10355,0.2681818181818182,0.6954545454545454,0.03636363636363636
2206,0.3568181818181818,0.6363636363636364,0.006818181818181818
14590,1.0,0.0,0.0
13191,0.8318181818181818,0.1318181818181818,0.03636363636363636
5882,0.9840909090909091,0.015909090909090907,0.0
12653,0.6772727272727272,0.32272727272727275,0.0
1491,0.5022727272727273,0.48409090909090907,0.013636363636363636
1176,0.6068181818181818,0.3704545454545455,0.022727272727272728
11246,0.10227272727272728,0.16590909090909092,0.7318181818181818
14557,0.15,0.5863636363636363,0.2636363636363636
4772,0.05,0.5295454545454545,0.42045454545454547
17192,0.6727272727272727,0.32727272727272727,0.0
10637,0.9159090909090909,0.08409090909090909,0.0
3281,0.7795454545454545,0.21818181818181817,0.0022727272727272726
3191,0.6318181818181818,0.3159090909090909,0.05227272727272727
672,0.7818181818181819,0.21818181818181817,0.0
6301,0.9545454545454546,0.045454545454545456,0.0
10309,0.9863636363636363,0.013636363636363636,0.0
1734,0.35909090909090907,0.6409090909090909,0.0
2990,0.37727272727272726,0.5,0.12272727272727273
5746,0.6454545454545455,0.35,0.004545454545454545
15289,0.9795454545454545,0.020454545454545454,0.0
2971,1.0,0.0,0.0
9771,0.7954545454545454,0.11363636363636363,0.09090909090909091
11253,0.5454545454545454,0.4022727272727273,0.05227272727272727
14576,0.4863636363636364,0.48409090909090907,0.029545454545454545
4688,0.990909090909091,0.0022727272727272726,0.006818181818181818
14469,0.48409090909090907,0.4863636363636364,0.029545454545454545
9298,0.9590909090909091,0.020454545454545454,0.020454545454545454
16099,0.12272727272727273,0.8704545454545455,0.006818181818181818
17316,0.14545454545454545,0.5431818181818182,0.31136363636363634
15212,1.0,0.0,0.0
10691,0.9590909090909091,0.020454545454545454,0.020454545454545454
3805,0.9704545454545455,0.029545454545454545,0.0
6418,0.6,0.27954545454545454,0.12045454545454545
1158,0.5272727272727272,0.4727272727272727,0.0
7768,0.990909090909091,0.00909090909090909,0.0
4834,0.06136363636363636,0.17727272727272728,0.7613636363636364
10914,0.2818181818181818,0.7181818181818181,0.0
14606,0.48409090909090907,0.5,0.015909090909090907
3220,0.740909090909091,0.2318181818181818,0.02727272727272727
10433,0.9204545454545454,0.075,0.004545454545454545
11251,0.2431818181818182,0.3568181818181818,0.4
